geneNames	GSM161945	GSM161946	GSM161948	GSM161949	GSM161950	GSM161951	GSM161952	GSM161953	GSM161954	GSM161955	GSM161956	GSM161957	GSM161958	GSM161959	GSM161960	GSM161961	GSM161962	GSM161963	GSM161964	GSM161965	GSM161966	GSM161967	GSM161968	GSM161969	GSM161970	GSM161971
CCT6A	678.2305	892.7535	711.5655	866.435	750.3065	697.2935	847.7265	1086.305	775.993	788.038	843.4	808.8135	799.5975	698.306	697.4055	687.6875	679.1325	843.973	952.714	990.9505	2616.93	1283.905	1389.26	1210.5	131.8775	667.5355
CCT6B	206.9	176.46	184.576	199.81	133.629	181.635	225.864	276.335	52.1387	191.383	153.063	176.96	220.288	173.844	191.71	217.234	213.128	249.206	222.253	198.754	461.731	289.906	311.349	247.92	73.8639	161.828
CCT7	2149.62	2299.47	1896.05	1753.03	1976.17	1865.48	1663.99	2428.31	2090.51	2207.6	2213.41	2006.91	2368.5	2186.53	2071.05	2136.01	2328.24	2328.96	2539.31	2377.14	4216.93	3619.1	2437.18	2173.58	1001.72	2605.87
CCT8	1428.4363	1434.63055	1269.98285	1306.45125	1401.0911	1271.81595	1322.0754	1853.2265	1400.46345	1544.96795	1700.06405	1551.5542	1408.7703	1400.4915	1296.14855	1267.3997	1695.4903	1227.96755	1455.06515	1602.39615	2430.22945	1258.97325	1627.5426	1591.45305	118.20305	816.5828
CCT8L2	146.823	122.316	119.347	115.719	101.468	123.779	95.3361	97.4393	124.237	99.5261	117.802	136.263	108.185	121.062	111.978	106.575	118.003	118.257	113.179	108.303	94.6339	105.729	122.658	113.187	138.562	111.482
CCZ1	136.434	138.068	138.468	130.284	130.664	166.105	122.576	138.586	133.745	138.233	135.433	170.96	118.496	131.073	119.495	132.591	155.703	141.55	141.688	126.62	108.509	114.799	139.414	157.505	157.578	131.99
CCZ1B	57.4568	53.674	56.6377	69.2587	53.8349	51.994	75.7653	68.0265	64.0942	54.0888	63.2213	50.1956	57.0416	59.4415	59.4853	65.034	47.5244	59.2314	65.3733	61.0662	31.8223	40.625	63.8693	45.8974	83.6747	58.464
CD101	162.516	139.792	146.275	122.423	198.621	159.66	136.702	106.41	139.76	149.499	153.529	169.464	143.131	143.309	143.052	145.81	110.516	121.63	147.313	92.6316	79.613	106.294	135.736	132.657	141.018	126.076
CD109	116.5565	121.397	141.7685	130.3145	110.3145	117.3305	113.7255	167.405	116.2935	111.24215	115.1275	123.76	118.3685	122.602	118.6525	116.181	126.4825	113.79385	122.4325	114.8265	124.5645	92.6333	105.4615	110.58075	102.3632	131.16745
CD14	155.841	153.999	240.766	155.735	295.109	126.08	179.026	279.382	92.4159	98.2886	105.074	125.068	188.217	140.011	131.381	158.399	174.887	108.101	143.482	180.438	475.57	842.278	417.8	447.035	209.905	161.336
CD151	530.233	505.985	435.606	476.053	417.683	427.706	649.666	769.94	453.582	433.568	485.426	435.124	595.645	481.767	450.706	492.435	656.629	571.089	437.846	545.161	874.254	675.568	879.509	735.064	801.145	381.28
CD160	80.0562	51.4544	88.2973	62.7135	56.8531	91.8539	72.8461	62.7687	66.3046	87.1424	76.3997	83.7242	65.6132	73.9256	63.6304	61.3993	62.3709	80.4412	77.9685	68.2632	92.6762	70.7159	79.3779	94.8844	98.1185	83.1541
CD163	241.1134333	180.0902333	201.1044333	221.6260667	235.1289667	181.5103667	220.2299333	303.5487	149.3629333	171.2028333	147.3425667	163.7241667	223.0686667	209.3329	187.8298333	192.638	176.7163	193.1998333	175.5019667	212.9553667	766.4020333	1577.423433	337.2056667	338.7638667	128.4776	140.2710667
CD163L1	74.3819	74.004	89.6908	100.74	100.745	83.09	86.9132	46.17	93.6641	65.3163	67.8035	91.2483	78.1912	75.3286	63.9048	73.6922	79.3014	67.1657	86.6072	76.5126	70.6283	59.0813	98.538	107.586	115.498	91.3511
CD164	1577.326333	1271.026333	1086.703667	1354.644667	1578.788333	951.4703333	1301.255333	1635.146333	1122.671667	979.49	1083.561	1152.801667	1361.785333	1377.581333	1272.876	1647.358	2180.778333	1192.076667	1153.427	1554.825	1612.118333	1869.047	2737.066333	2615.59	165.8128	1048.210333
CD177	116.53	105.437	129.687	128.046	106.255	140.067	103.726	117.792	110.604	136.841	116.137	127.883	107.517	117.221	119.953	114.188	109.105	116.699	106.436	97.7464	107.315	130.587	138.865	155.13	174.861	135.128
CD180	106.632	104.073	106.463	127.532	103.442	132.276	131.236	111.289	127.368	129.238	126.157	145.577	113.817	135.174	98.5879	133.277	148.678	127.031	123.255	122.898	116.403	83.7996	147.251	118.76	139.914	122.673
CD19	110.63	116.714	98.4309	112.83	89.55	122.143	96.8945	97.9186	102.074	105.028	91.9257	103.497	106.888	103.662	102.398	123.076	109.245	96.64	117.176	116.576	94.2936	84.7011	89.9086	104.103	121.588	122.485
CD1A	247.803	211.176	243.914	261.391	235.583	212.264	218.995	217.211	232.385	234.895	252.012	204.529	241.138	260.006	246.489	239.93	270.843	262.903	236.97	247.535	249.881	239.759	245.693	254.916	276.157	253.058
CD1B	122.144	97.1192	117.05	119.282	125.611	112.132	117.667	93.2232	120.007	131.025	115.796	135.074	105.46	104.258	110.057	101.194	129.096	130.641	115.811	127.305	85.2759	96.8646	116.479	146.385	160.902	130.94
CD1C	123.36	110.662	123.711	129.969	108.179	155.685	115.55	142.404	139.428	136.494	131.833	118.927	113.341	127.036	128.16	138.48	154.103	140.35	115.864	138.028	131.152	122.295	121.895	143.811	130.168	119.861
CD1D	56.7791	57.8932	55.1625	34.6958	34.1612	54.5112	46.0986	51.0397	52.2254	45.2887	60.8038	57.0096	56.6961	54.339	73.3701	46.5373	51.1455	64.5572	52.3348	56.0106	51.9412	97.8223	69.6202	62.2318	54.4436	48.5033
CD1E	140.05475	168.43045	155.7883	145.08635	170.00475	146.16395	154.2492	155.99255	178.9715	174.94445	178.30915	203.42355	141.2692	128.63925	178.66195	134.3647	117.3962	117.2366	144.3076	125.94705	112.9054	163.13995	157.4432	153.44315	141.06055	136.639
CD2	95.468	90.6974	89.2275	104.317	104.456	99.0897	111.456	118.999	87.1915	107.417	89.4555	107.685	90.8754	115.549	125.008	112.197	104.35	105.684	85.6148	115.356	96.554	95.3841	115.611	139.079	157.804	132.853
CD200	76.6504	78.6508	82.6535	86.67715	75.86245	65.0807	78.18855	78.67655	70.44985	64.9567	76.39415	66.12465	69.8657	86.97285	72.7749	67.5022	71.3123	71.45105	67.33155	75.92455	73.3568	64.04215	70.5514	69.15825	74.3231	81.82025
CD207	98.1941	74.8835	66.5975	100.807	75.0658	98.0935	89.2223	98.8561	72.8948	99.2064	79.9531	82.4214	81.2486	110.032	122.212	101.651	109.104	111.291	113.76	106.464	125.553	114.806	133.118	152.057	116.217	133.77
CD209	231.9905	207.155	215.8845	225.9245	224.466	262.8385	230.677	224.201	194.6115	234.737	218.2835	228.973	223.3875	200.515	202.1295	222.029	225.0905	231.346	217.2335	208.192	171.778	299.0095	208.0665	211.663	217.08	172.092
CD22	180.037375	198.9875	173.17675	174.785	178.5995	177.454325	186.784875	187.260325	176.276	184.992	172.69425	184.85125	200.755375	175.770825	183.71375	192.659	198.806725	181.53945	197.5325	184.813	176.703575	194.59475	184.1595	194.78425	207.79325	186.48175
CD226	50.6232	60.4111	64.6808	64.8043	58.9822	62.1709	50.6011	54.4084	55.2092	68.424	69.4879	69.7944	61.7351	51.359	64.3749	62.0316	62.9117	67.3794	54.6644	63.3608	57.3731	47.7334	68.2727	53.712	72.7164	68.892
CD24	87.02586667	166.7475833	127.1737333	145.7814833	253.8607833	162.5425167	88.44405	143.3796167	79.24618333	81.01948333	126.6752833	121.4346667	88.7519	136.58735	85.76156667	100.0415333	100.6360333	85.22281667	129.6695333	94.30345	95.10045	83.15163333	99.14223333	91.24853333	99.59835	117.96695
CD244	132.031	135.104	128.289	136.323	124.929	123.131	133.522	125.405	132.796	142.547	122.65	118.395	123.705	138.573	117.764	133.776	138.971	125.033	131.829	148.477	104.097	104.36	156.258	161.717	177.488	146.065
CD247	172.911	136.111	181.836	184.529	101.53	239.368	168.097	183.907	123.834	160.534	160.068	205.983	176.015	137.705	133.324	156.234	136.379	166.783	213.17	149.941	102.837	103.499	228.366	274.214	217.68	159.328
CD248	665.949	847.138	1055.15	656.229	814.158	791.693	1007.75	631.758	1052.47	832.987	809.799	941.114	588.983	914.875	1034.27	861.196	524.953	853.247	979.191	889.865	424.116	407.661	667.737	555.412	927.385	701.429
CD27	157.124	142.658	172.915	200.034	141.372	188.692	172.362	152.054	162.42	195.006	146.981	159.405	173.67	181.7	184.733	153.488	164.03	156.587	189.758	168.966	209.129	199.11	188.21	184.293	231.193	181.918
CD274	182.547	226.592	207.3045	188.2795	179.6605	185.3225	170.0245	140.359	191.482	179.9515	197.7425	181.536	171.019	165.792	169.92	186.8345	164.7175	150.3025	184.4355	169.005	118.07755	101.3179	142.629	141.3325	176.936	193.6105
CD276	345.053	306.69	297.726	348.291	276.394	282.613	310.837	354.167	287.851	311.934	265.069	284.821	350.804	336.246	342.415	341.483	437.18	289.308	329.24	300.597	343.382	424.176	267.248	290.378	382.751	103.5
CD28	49.0381	46.4852	48.603	39.99436667	42.02226667	51.0612	43.2148	46.67203333	47.5848	52.17626667	43.87856667	41.96026667	47.09223333	52.8939	44.6379	46.68726667	52.4371	47.32196667	46.66736667	42.29203333	44.78853333	46.24363333	50.34626667	51.845	57.73876667	50.53146667
CD2AP	258.611	204.306	192.977	214.263	189.672	238.484	213.56	320.082	221.138	176.774	180.858	184.178	198.334	228.435	214.066	219.041	162.827	197.63	201.011	259.363	290.357	232.43	152.08	155.275	33.8991	181.799
CD2BP2	431.756	409.0515	287.816	380.518	578.2025	415.425	462.049	365.087	376.883	343.598	408.689	382.992	558.3005	452.9835	355.994	429.692	505.5535	325.157	403.8515	461.522	413.33	532.086	319.118	301.781	377.357	452.7195
CD300A	96.8429	101.3906	100.2792667	99.85116667	94.17193333	107.0524667	101.9338667	89.7687	103.8224667	104.9678333	100.8042333	100.3789667	93.0002	98.57706667	103.9924	99.3242	110.9541667	96.44516667	108.7460333	103.3599667	95.6372	115.3528	116.5468667	108.9353	140.2676667	114.8990667
CD300C	223.691	218.795	236.283	222.727	231.966	202.715	235.326	196.7	224.148	203.754	201.607	204.534	228.141	202.99	233.174	222.041	177.34	185.114	225.78	216.736	171.753	177.538	237.88	226.517	256.588	220.614
CD320	206.952	214.031	219.739	225.671	225.253	208.259	221.267	260.167	212.905	246.442	216.995	224.734	252.357	217.948	226.934	247.664	200.382	219.027	238.599	258.578	500.872	436.109	455.76	460.936	459.079	338.82
CD33	176.646	231.489	275.115	234.354	217.982	192.655	194.554	186.223	87.3929	144.327	201.918	210.745	283.971	225.191	225.782	237.338	215.301	209.071	299.178	245.152	141.216	141.083	253.079	249.489	312.669	280.173
CD34	632.617	655.884	745.76	525.719	550.297	385.332	565.093	1062.24	580.148	386.238	711.848	479.406	661.748	384.981	521.663	588.829	417.433	453.687	609.413	492.308	402.303	676.497	173.765	163.834	394.085	448.258
CD36	4567.2155	3852.6445	1826.418	2366.13025	3319.67225	2265.725	2960.06175	2676.51475	3871.1675	4688.52975	4262.01675	3210.42725	3296.21825	3105.3645	2242.8465	1872.39725	2207.083	4196.71075	1462.36275	2520.2295	939.38085	317.74395	442.09525	447.29825	323.6325	1333.62625
CD37	158.936	155.728	168.819	138.558	154.727	155.416	168.038	109.446	177.54	158.547	125.31	137.685	127.981	121.307	133.395	126.258	141.179	123.207	167.073	140.111	99.3315	60.6922	113.166	109.974	186.431	159.994
CD38	190.445	291.305	183.033	214.066	152.748	191.041	175.843	157.127	217.128	181.366	227.498	201.16	245.1	206.009	191.847	310.81	249.72	201.314	227.625	250.989	85.5161	100.92	153.859	153.255	104.556	203.913
CD3D	197.769	152.888	210.366	198.068	178.004	247.817	223.829	183.204	176.748	231.782	189.421	227.918	219.942	204.634	205.96	189.632	172.035	187.125	219.765	225.571	223.147	191.754	219.573	258.822	255.967	219.819
CD3E	162.695	168.69	144.409	126.834	136.468	140.369	144.272	120.169	123.263	154.923	122.623	138.012	154.123	145.337	130.778	132.681	153.96	149.561	165.394	144.624	112.795	151.959	163.695	155.563	192.953	154.837
CD3EAP	359.39	293.617	264.061	319.405	213.205	295.91	299.804	284.163	248.408	252.447	265.757	233.883	300.272	336.938	294.933	333.599	443.108	321.375	305.928	315.951	281.37	312.446	364.046	324.048	303.107	329.388
CD3G	137.198	105.428	95.8711	114.299	148.052	121.262	102.182	105.145	111.293	118.671	172.671	105.065	134.536	137.531	133.232	118.861	119.936	116.259	134.253	134.411	133.256	108.435	104.779	110.56	139.227	137.391
CD4	260.8917	263.68015	247.27365	214.4266	302.34765	257.10625	269.8412	286.2443	240.7541	250.59785	265.55765	319.6938	208.30295	268.55495	238.22955	282.74725	330.91905	263.3074	245.00545	233.8353	225.6417	261.78035	252.52065	279.8975	247.4001	216.31665
CD40	417.638575	442.411425	358.775675	359.0993	341.174325	400.184525	332.161175	305.4184	415.560925	377.3332	378.974225	454.1297	353.0619	344.204	367.506625	311.322525	356.088125	319.1789	341.31255	284.653175	236.434	257.6807	303.5311	346.5561	307.577175	333.6131
CD40LG	216.308	203.857	285.398	244.611	226.592	238.627	259.652	208.036	240.906	264.743	254.509	253.865	271.557	242.366	267.376	231.802	301.787	253.392	328.595	278.256	214.216	186.737	298.737	302.506	289.389	245.765
CD44	175.9181	166.4142556	385.2167556	212.5622222	216.4826778	166.8356667	204.4379222	394.4333333	174.0255111	151.8035333	152.8967222	186.5271	284.0589667	184.7982	207.8258333	198.3218444	222.5314667	180.2889556	196.3033	222.7913778	227.7534222	366.9854778	353.7138667	348.3289444	125.2799889	155.3913667
CD46	813.1443333	740.061	742.0576667	692.046	622.2156667	629.4073333	686.2813333	791.4476667	668.5436667	637.8853333	535.977	585.4693333	702.5953333	730.962	674.199	754.5203333	674.0116667	653.857	572.1876667	697.9923333	738.964	469.297	859.9413333	835.3116667	173.8882667	578.1073333
CD47	380.5635167	284.7737667	303.4641833	258.42515	316.6737333	256.4387833	315.9075	443.8677	239.628	248.1613	267.71435	229.1252333	301.5211167	328.13645	335.2414	313.7019667	287.186	301.8976833	262.5131	300.6728167	544.31095	295.6559667	385.3647167	354.50865	109.5756833	275.7651333
CD48	127.927	112.034	137.78	154.897	111.857	143.856	129.659	138.231	130.798	137.751	116.483	139.851	161.224	132.851	135.383	164.44	123.895	140.169	129.943	126.035	133.798	117.021	129.076	164.218	127.713	139.167
CD5	211.201	216.883	224.833	218.7775	192.3415	208.46	217.107	197.305	204.312	219.474	201.466	210.8425	229.5245	219.935	207.859	224.6435	230.881	213.9845	242.6925	229.007	207.4805	211.0635	230.7505	235.7815	263.535	269.335
CD52	179.1255	172.361	163.0035	145.983	164.758	149.861	166.594	211.08	233.75	154.8395	157.9885	141.6725	164.932	146.2435	188.044	173.027	133.9085	151.1565	159.4655	157.7525	154.857	141.147	157.7065	173.029	151.34	155.0045
CD53	186.238	163.681	206.014	193.141	189.552	177.948	210.13	210.17	156.948	165.789	150.064	138.231	199.8	196.723	220.683	203.924	183.467	178.097	231.499	247.008	327.035	405.987	321.941	334.746	158.312	191.248
CD55	476.93	457.692	490.858	483.8185	431.232	321.647	461.3865	422.709	464.906	439.216	334.685	414.247	610.642	512.1775	485.4705	527.7665	480.64	414.9715	455.55	643.392	1002.841	4951.285	1832.51	1846.23	129.7875	630.153
CD58	122.35712	107.62826	111.66182	127.07434	123.46212	104.05462	114.62156	177.37302	95.096	104.7017	102.87846	121.6181	109.71646	104.62542	105.80158	107.43204	118.16848	91.20032	95.7205	137.01786	227.02632	164.59872	271.53574	258.34192	50.75036	116.89386
CD59	2556.775	2868.3932	2264.5948	2021.8318	2550.263	2389.1522	2097.8368	2412.178	2243.0326	2143.3282	2577.3096	2008.6654	2702.249	2565.6588	2721.7812	2619.474	2436.212	2476.3046	2371.6322	2574.8392	3369.8342	2433.9612	3423.5714	3450.7352	365.8125	2276.1508
CD5L	170.717	194.246	179.669	193.571	189.412	183.108	165.281	179.614	171.787	176.798	165.804	171.772	169.309	177.001	194.204	175.715	189.128	175.486	263.338	196.862	210.549	182.504	214.615	230.541	154.249	259.4
CD6	148.99075	143.469075	146.23505	140.98835	170.81575	137.99125	141.8407	139.15235	143.21175	156.0535	158.9965	146.5905	143.988925	149.1623	140.3623	150.3766	145.656	145.62675	147.252525	145.9036	163.1677	175.387125	154.124375	158.0416	178.086	154.16825
CD63	4931.19	4856.92	5269.55	5320.25	5097.4	4093.92	4518.58	6474.79	3764.95	3857.01	5362.31	4683.15	4803.71	4441.12	4754.74	4553.62	5295.66	4386.65	4885.49	5717.78	9472.23	7746.13	6664.05	6920.52	4534.24	4447.19
CD69	17.644	23.0425	41.2076	28.4934	11.8997	17.2655	17.0995	27.3471	15.9902	15.5469	10.183	11.2026	9.93828	16.2367	21.8789	12.7193	14.1	13.6728	21.1659	21.3418	26.7543	40.2131	35.9867	36.607	16.2866	28.3089
CD7	173.4245	165.245	185.8615	199.5075	168.6809	236.6465	200.692	174.7915	191.9295	184.851	171.292	184.7995	175.361	208.2545	186.6355	189.131	192.3825	194.122	186.2255	180.8165	184.57455	177.2885	211.487	195.627	243.4505	191.9275
CD70	259.14	273.995	262.589	252.142	245.35	237.003	255.961	238.303	235.506	239.127	254.843	248.373	251.584	296.259	264.709	270.851	273.765	268.772	259.353	263.289	297.89	238.571	321.105	291.256	304.506	278.864
CD72	65.7249	79.6167	76.5529	80.0358	82.788	101.283	75.9851	69.6531	73.7306	66.1089	88.0095	75.6496	78.8163	84.7187	78.1985	75.9057	88.1046	77.1096	95.5681	76.8592	66.2069	65.9064	82.7718	82.7466	121.029	96.9034
CD74	2386.72	2645.28	3075.34	2316.15	3484.4	1953.65	2674.83	3670.88	2243.26	1718.29	1838.27	2125.74	2207.89	2178.09	3393.31	2435.97	1603.46	1499.18	1637.69	2718.14	1850.11	5010.9	1758.27	1479.97	2154.64	2636.7
CD79A	147.779	184.933	182.729	167.623	185.621	188.511	171.782	180.105	197.63	225.031	172.122	195.05	191.544	207.572	201.196	188.629	147.622	165.675	195.286	187.423	177.423	174.056	189.679	204.329	217.946	209.822
CD79B	150.677	161.933	166.469	158.659	140.741	173.315	162.096	184.794	171.584	159.048	162.598	186.023	148.524	146.575	135.563	171.588	174.087	137.286	158.762	145.777	135.705	135.09	194.831	184.776	169.255	130.747
CD80	117.08	100.533	124.094	136.2	92.8932	123.442	118.144	125.883	126.26	106.139	112.696	102.99	124.407	118.185	119.896	136.217	130.531	136.729	118.77	118.654	132.255	158.427	152.796	152.623	151.739	140.368
CD81	3086.8	3022.89	3033.88	2556.01	3220.18	2444.35	3197.74	4110.52	3101.29	2538.39	2873.35	2767.81	2781.98	2511.1	2632.37	2810.24	2982.49	2610.53	2818.56	2207.02	2695.14	5003.12	1592.86	1375.66	3885.41	2798.79
CD82	218.929	233.008	210.6515	232.2005	199.5415	232.318	217.9775	255.506	217.297	240.175	196.2495	236.54	239.333	230.821	237.251	212.1575	229.394	201.853	225.599	225.95	209.4505	260.521	215.32	228.0645	280.943	231.247
CD83	241.855	215.204	229.893	253.083	183.131	255.186	241.345	244.576	230.799	250.954	234.917	235.726	231.088	260.355	276.655	257.255	283.682	256.323	303.126	279.933	353.482	198.053	220.596	192.397	295.393	306.303
CD84	94.20657143	94.21988571	101.6090571	100.4761286	93.78491429	99.10555714	96.36601429	96.47872857	90.82114286	101.8601714	95.61327143	108.8146286	95.35634286	85.85465714	78.9373	93.46091429	108.2093143	105.9771143	101.6839571	104.8330143	90.50044286	81.56288571	89.50817143	90.37577143	118.2616286	90.76462857
CD86	83.08016667	82.00703333	100.7224	86.95713333	83.81636667	87.03513333	93.78466667	87.0253	87.09916667	91.66163333	84.55603333	90.73906667	86.75383333	81.2991	95.37556667	86.5598	98.36103333	93.85193333	99.44963333	85.92176667	93.24936667	103.3967	108.0107667	106.9832667	102.8232	94.27483333
CD8A	129.407	135.707	130.148	127.979	134.29	121.558	120.147	128.777	142.715	138.06	134.665	150.246	106.167	117.25	148.797	136.955	124.977	109.674	144.936	138.666	131.56	161.782	186.843	164.457	210.266	187.435
CD8B	50.4419	61.3557	69.4691	65.6379	55.7027	68.2839	73.6067	55.6534	59.1251	56.7936	56.4191	61.3784	60.0108	58.2755	57.6521	66.6889	74.1751	74.2232	66.6275	69.9731	57.7928	48.5106	84.8314	85.394	78.7947	74.7697
CD9	386.021	546.545	428.7886667	352.6603333	525.8366667	309.0706667	376.252	811.154	380.9316667	420.3066667	298.868	369.448	376.2744	358.138	434.658	533.0133333	566.1194333	372.784	326.5393333	429.5533667	559.6623333	413.825	456.2306667	469.4146667	320.6993333	528.5026667
CD93	468.0025	569.5815	530.7405	490.044	455.8445	291.8245	401.5585	805.216	524.626	469.153	498.007	508.599	454.604	415.7805	430.2915	544.985	408.628	385.071	341.61	543.2415	568.5955	519.9265	234.999	221.81	191.6675	417.1495
CD96	71.8084	68.4984	56.0673	64.4404	45.332	71.39	63.5977	73.6012	63.5682	68.101	67.0019	58.2384	77.213	75.0079	72.864	62.1565	78.9167	69.7137	59.7885	68.5616	55.0703	64.1656	58.3583	68.8358	89.7961	60.6037
CD97	311.616	231.088	327.932	351.052	357.59	237.139	248.821	523.735	217.748	267.064	232.096	228.548	344.543	286.259	358.42	339.482	354.63	317.058	281.765	380.614	472.478	681.225	206.606	219.266	406.192	340.141
CD99	1493.274	1938.75	2357.655	2016.83	2470.62	1731.925	1754.55	3387.605	1223.729	1060.073	1788.2555	2260.985	1933.825	1467.724	1465.6065	1574.25	1761.75	1772.2525	2366.35	1840.313	1439.974	2552.165	1832.205	1670.565	1362.013	1303.7945
